symbol,name,exchange,assetType,ipoDate,delistingDate,status,marketCap,trailingPE,forwardPE,dividendYield,volume,averageVolume10days,profitMargins,sector,Open,Close
CLCO,Cool Company Ltd,NYSE,Stock,2023-03-17,,Active,679877440,3.8953846,7.1525426,0.1295,301516,218280,0.48349997,Energy,,
CLDT,Chatham Lodging Trust,NYSE,Stock,2010-04-16,,Active,455471232,,-128.85715,0.031,192967,286690,0.0073,Real Estate,,
CLDX,Celldex Therapeutics Inc,NASDAQ,Stock,1990-03-26,,Active,2518440192,,-12.952542,,438320,570350,,Healthcare,,
CLEU,China Liberal Education Holdings Ltd,NASDAQ,Stock,2020-05-08,,Active,4055121,,,,92021,78800,-1.71807,Consumer Defensive,,
CLF,Cleveland-Cliffs Inc,NYSE,Stock,1987-11-05,,Active,8325584896,23.346666,11.911565,,4161622,6257440,0.017760001,Basic Materials,,
CLFD,Clearfield Inc,NASDAQ,Stock,1986-08-07,,Active,518803808,,-227.81252,,175334,220670,-0.01793,Technology,,
CLGN,CollPlant Biotechnologies Ltd New,NASDAQ,Stock,2018-01-30,,Active,72621528,,2.9351852,,3339,4690,-0.64048,Healthcare,,
CLH,Clean Harbors Inc,NYSE,Stock,1990-03-26,,Active,11494109184,30.885508,24.495403,,313301,276810,0.0685,Industrials,,
CLIR,ClearSign Technologies Corp,NASDAQ,Stock,2012-04-25,,Active,36479064,,26.09,,33718,40860,-1.8663299,Industrials,,
CLLS,Cellectis,NASDAQ,Stock,2015-03-25,,Active,215146960,,-2.7181818,,28186,94470,,Healthcare,,
CLMB,Climb Global Solutions Inc,NASDAQ,Stock,1995-07-18,,Active,255896112,21.631784,16.659702,0.012200001,13596,20810,0.03264,Technology,,
CLMT,Calumet Specialty Products Partners L.P.,NASDAQ,Stock,2006-01-26,,Active,1266924416,26.711866,35.818184,,100766,114830,0.01127,Energy,,
CLNE,Clean Energy Fuels Corp,NASDAQ,Stock,2007-05-25,,Active,578251200,,-64.75,,865405,1836140,-0.19976,Energy,,
CLNN,Clene Inc,NASDAQ,Stock,2020-12-31,,Active,47520580,,-1.3214285,,311132,344930,,Healthcare,,
CLOE,Clover Leaf Capital Corp - Class A,NASDAQ,Stock,2021-09-10,,Active,65176248,,,,163,660,,Financial Services,,
CLOV,Clover Health Investments Corp - Class A,NASDAQ,Stock,2020-06-12,,Active,441828928,,-4.6842103,,6748208,11404710,-0.077659994,Healthcare,,
CLPR,Clipper Realty Inc,NYSE,Stock,2017-02-10,,Active,169578800,,10.0,0.095,107305,104800,-0.03011,Real Estate,,
CLPS,CLPS Inc,NASDAQ,Stock,2018-05-24,,Active,24079134,,,,21911,7650,-0.01763,Technology,,
CLPT,ClearPoint Neuro Inc,NASDAQ,Stock,2016-08-08,,Active,170005856,,-10.0,,77142,140880,-0.78843004,Healthcare,,
CLRB,Cellectar Biosciences Inc,NASDAQ,Stock,2005-11-10,,Active,118301368,,-1.1660777,,636156,666400,,Healthcare,,
CLRC,ClimateRock - Class A,NASDAQ,Stock,2022-06-02,,Active,53123076,,,,201,60,,Financial Services,,
CLRO,ClearOne Inc,NASDAQ,Stock,1995-08-18,,Active,21572190,,-1.2857143,,43219,89770,-0.02994,Technology,,
CLS,Celestica Inc,NYSE,Stock,1998-06-30,,Active,6151224832,19.24627,14.209367,,1161212,2237700,0.038599998,Technology,,
CLSD,Clearside Biomedical Inc,NASDAQ,Stock,2016-06-02,,Active,97897744,,-2.1475408,,209091,168480,,Healthcare,,
CLSK,Cleanspark Inc,NASDAQ,Stock,2016-01-29,,Active,3652756224,123.3077,64.12,,30856108,27354830,0.22405,Financial Services,,
CLST,Catalyst Bancorp Inc,NASDAQ,Stock,2021-10-13,,Active,53150128,83.28571,,,3744,7660,0.065,Financial Services,,
CLVR,Clever Leaves Holdings Inc,NASDAQ,Stock,2020-12-18,,Active,5264400,,-0.45454547,,255203,65868,-1.02767,Healthcare,,
CLVT,Clarivate Plc,NYSE,Stock,2018-10-29,,Active,4016110592,,7.5125003,,5256472,5219920,-0.39288,Technology,,
CLW,Clearwater Paper Corp,NYSE,Stock,2008-12-05,,Active,858442432,8.694257,10.568789,,100652,156570,0.04923,Basic Materials,,
CLWT,Euro Tech Holdings Co. Ltd,NASDAQ,Stock,1997-03-14,,Active,13735014,7.4166665,,,3997,19980,0.1019,Industrials,,
CLX,Clorox Company,NYSE,Stock,1983-03-21,,Active,16842376192,69.90721,20.896765,0.0354,1299997,1163840,0.03329,Consumer Defensive,,
CM,Canadian Imperial Bank Of Commerce,NYSE,Stock,1997-11-13,,Active,46300991488,10.27027,9.648438,0.053400002,930616,779080,0.29496,Financial Services,,
CMA,Comerica Inc,NYSE,Stock,1990-03-26,,Active,7269745664,10.900597,8.973813,0.051799998,1052883,1298940,0.20978001,Financial Services,,
CMAX,CareMax Inc - Class A,NASDAQ,Stock,2020-09-21,,Active,10990324,,-0.12478412,,15807,29230,-0.79554003,Healthcare,,
CMBM,Cambium Networks Corp,NASDAQ,Stock,2019-06-26,,Active,99308688,,12.275863,,103733,91470,-0.58414,Technology,,
CMC,Commercial Metals Company,NYSE,Stock,1987-11-05,,Active,6664780800,9.999999,11.338583,0.0125,420904,524150,0.08093,Basic Materials,,
CMCA,Capitalworks Emerging Markets Acquisition Corp - Class A,NASDAQ,Stock,2022-01-25,,Active,76927120,58.157898,,,81,11690,,Financial Services,,
CMCM,Cheetah Mobile Inc,NYSE,Stock,2014-05-08,,Active,137164816,,3.8898308,,39404,16100,-0.90052,Communication Services,,
CMCO,Columbus Mckinnon Corp,NASDAQ,Stock,1996-02-28,,Active,1289419008,26.690477,13.2271385,0.0062,85404,111360,0.04862,Industrials,,
CMCSA,Comcast Corp - Class A,NASDAQ,Stock,1988-07-07,,Active,154080952320,10.416446,8.746103,0.031600002,13731975,20668130,0.12638,Communication Services,,
CMCT,Creative Media & Community Trust,NASDAQ,Stock,1995-08-18,,Active,68132232,,6.102041,0.113299996,2526,8240,-0.40802,Real Estate,,
CME,CME Group Inc - Class A,NASDAQ,Stock,2002-12-06,,Active,76744253440,24.275627,21.335337,0.040599998,1465119,1713680,0.56942004,Financial Services,,
CMG,Chipotle Mexican Grill,NYSE,Stock,2006-01-26,,Active,88264245248,68.48743,48.06926,,286951,202270,0.12703,Consumer Cyclical,,
CMI,Cummins Inc,NYSE,Stock,1984-12-18,,Active,39058894848,20.966227,13.189838,0.0235,730637,850770,0.05697,Industrials,,
CMLS,Cumulus Media Inc - Class A,NASDAQ,Stock,2001-01-02,,Active,53190272,,-1.1977186,,43733,45080,-0.1318,Communication Services,,
CMMB,Chemomab Therapeutics Ltd,NASDAQ,Stock,2019-02-12,,Active,11958179,,-28.033335,,53508,259060,,Healthcare,,
CMND,Clearmind Medicine Inc,NASDAQ,Stock,2021-08-16,,Active,3979091,,,,197718,5278990,,Healthcare,,
CMP,Compass Minerals International Inc,NYSE,Stock,2003-12-12,,Active,543539456,,119.54545,0.0456,527004,745190,-0.12467,Basic Materials,,
CMPO,CompoSecure Inc - Class A,NASDAQ,Stock,2020-11-19,,Active,585918976,6.4803925,6.06422,,262231,604600,0.05243,Industrials,,
CMPR,Cimpress plc,NASDAQ,Stock,2005-09-30,,Active,2247823360,27.009174,20.928911,,116864,168140,0.02693,Communication Services,,
CMPS,Compass Pathways Plc,NASDAQ,Stock,2020-09-18,,Active,536106240,,-3.7511964,,328926,375130,,Healthcare,,
CMPX,Compass Therapeutics Inc,NASDAQ,Stock,2021-04-05,,Active,220142384,,-3.3333335,,176681,285110,,Healthcare,,
CMRE,Costamare Inc,NYSE,Stock,2010-11-04,,Active,1747950080,5.6782947,5.122378,0.031400003,631492,720390,0.19473,Industrials,,
CMRX,Chimerix Inc,NASDAQ,Stock,2013-04-11,,Active,88509528,,-0.96813726,,90906,211360,,Healthcare,,
CMS,CMS Energy Corporation,NYSE,Stock,1984-12-31,,Active,18885679104,19.280489,17.566668,0.0326,1639925,1845590,0.1319,Utilities,,
CMSA,CMS Energy Corporation,NYSE,Stock,2018-03-12,,Active,6609152000,13.1190605,,,3496,8910,,,,
CMTG,Claros Mortgage Trust Inc,NYSE,Stock,2021-11-03,,Active,1182124544,,10.923078,0.1174,274209,376400,-1.9019501,Real Estate,,
CMTL,Comtech Telecommunications Corp,NASDAQ,Stock,1992-02-18,,Active,58086552,,3.044776,0.051599998,685445,404980,-0.04025,Technology,,
CMU,MFS High Yield Municipal Trust,NYSE,ETF,1987-03-19,,Active,84763560,47.5,,0.048699997,21953,46210,0.15346,Financial Services,,
CNA,CNA Financial Corp,NYSE,Stock,1985-07-11,,Active,12283648000,9.886463,8.624762,0.038900003,128342,222200,0.091680005,Financial Services,,
CNC,Centene Corp,NYSE,Stock,2001-12-13,,Active,41657184256,15.396449,10.244094,,2640834,3108320,0.01915,Healthcare,,
CNDA,Concord Acquisition Corp II - Class A,NYSE,Stock,2021-10-22,,Active,229710384,58.805553,,,5356,364950,,Financial Services,,
CNDT,Conduent Inc,NASDAQ,Stock,2017-01-03,,Active,781507072,,-22.470587,,1225874,1003290,-0.05133,Technology,,
CNET,ZW Data Action Technologies Inc,NASDAQ,Stock,2009-08-14,,Active,5439405,,,,18619,21840,-0.28871,Communication Services,,
CNEY,CN Energy Group Inc - Class A,NASDAQ,Stock,2021-02-05,,Active,6223196,,,,106988,48000,-0.09716,Basic Materials,,
CNF,CNFinance Holdings Ltd,NYSE,Stock,2018-11-13,,Active,107674056,5.233333,52.333336,,24651,19970,0.19652,Financial Services,,
CNFR,Conifer Holdings Inc,NASDAQ,Stock,2015-08-13,,Active,10752485,,-12.5671425,,7825,6340,-0.26865,Financial Services,,
CNGL,Canna Global Acquisition Corp - Class A,NASDAQ,Stock,2022-01-21,,Active,87111600,,,,1045,1940,,Financial Services,,
CNHI,CNH Industrial NV,NYSE,Stock,2013-09-30,,Active,14398145536,6.6569767,7.633333,0.040999997,6637853,7965810,0.09477,Industrials,,
CNI,Canadian National Railway Company,NYSE,Stock,1996-11-26,,Active,81013702656,20.53871,19.206636,0.0194,573745,922550,0.32856,Industrials,,
CNK,Cinemark Holdings Inc,NYSE,Stock,2007-04-24,,Active,2163077376,11.333334,10.846626,,2629018,3125450,0.0712,Communication Services,,
CNM,Core & Main Inc Class A,NYSE,Stock,2021-07-22,,Active,12112466944,27.976744,21.105265,,1093176,1369290,0.055359997,Industrials,,
CNMD,Conmed Corp,NYSE,Stock,1990-03-26,,Active,2301428224,28.628355,13.585455,0.0107,416198,438410,0.06528,Healthcare,,
CNNE,Cannae Holdings Inc,NYSE,Stock,2017-11-20,,Active,1300016384,,-36.333332,0.0232,323743,422860,-0.75835997,Consumer Cyclical,,
CNO,CNO Financial Group Inc,NYSE,Stock,2003-09-10,,Active,3128713984,8.450292,8.257143,0.0221,646951,645560,0.09066,Financial Services,,
CNOB,ConnectOne Bancorp Inc,NASDAQ,Stock,1996-05-30,,Active,809595136,11.174603,10.202899,0.0341,119404,116970,0.31438,Financial Services,,
CNP,Centerpoint Energy Inc,NYSE,Stock,1970-01-02,,Active,19242899456,21.1831,17.287355,0.026600001,4755043,4637910,0.11034001,Utilities,,
CNQ,Canadian Natural Resources Ltd,NYSE,Stock,2000-07-31,,Active,82318467072,15.507043,11.202035,0.0382,1352339,1796100,0.20856,Energy,,
CNS,Cohen & Steers Inc,NYSE,Stock,2004-08-16,,Active,3705116672,28.525291,22.282675,0.0322,222136,182430,0.26268998,Financial Services,,
CNSL,Consolidated Communications Holdings Inc,NASDAQ,Stock,2005-07-22,,Active,511617632,,-2.5868266,,306014,345000,-0.22451,Communication Services,,
CNSP,Cns Pharmaceuticals Inc,NASDAQ,Stock,2019-11-08,,Active,2315151,,-0.018083332,,193809,604380,,Healthcare,,
CNTA,Centessa Pharmaceuticals plc,NASDAQ,Stock,2021-05-28,,Active,1002700288,,-4.8469944,,64636,104840,,Healthcare,,
CNTB,Connect Biopharma Holdings Ltd,NASDAQ,Stock,2021-03-19,,Active,98083336,,3.2962961,,52083,93540,,Healthcare,,
CNTG,Centogene NV,NASDAQ,Stock,2019-11-07,,Active,10310346,,-0.34905663,,502958,599460,-0.77639,Healthcare,,
CNTX,Context Therapeutics Inc,NASDAQ,Stock,2021-10-20,,Active,149996608,,-5.4054055,,616399,401930,,Healthcare,,
CNTY,Century Casinos Inc,NASDAQ,Stock,1993-11-10,,Active,90206848,,-9.1875,,64538,134850,-0.0701,Consumer Cyclical,,
CNVS,Cineverse Corp - Class A,NASDAQ,Stock,2003-11-10,,Active,13594560,,-2.04,,92741,156560,-0.1884,Communication Services,,
CNX,CNX Resources Corp,NYSE,Stock,1999-04-30,,Active,3723853312,4.4833946,13.885714,,1310208,2199640,0.76724,Energy,,
CNXC,Concentrix Corp,NASDAQ,Stock,2020-11-24,,Active,4316530176,13.6841,4.951552,0.0185,444859,395930,0.03528,Technology,,
CNXN,PC Connection Inc,NASDAQ,Stock,1998-03-03,,Active,1792447488,21.861736,17.845144,0.0058999998,51527,70580,0.029849999,Technology,,
CNXX,CONX Corp - Class A,NASDAQ,Stock,2020-12-21,,Active,189096704,,,,547,2681,,Financial Services,,
COCH,Envoy Medical Inc - Class A,NASDAQ,Stock,2021-04-29,,Active,60955996,,-2.72807,,45743,55670,,Healthcare,,
COCO,Vita Coco Company Inc (The),NASDAQ,Stock,2021-10-21,,Active,1497024384,29.021976,24.453703,,263260,515730,0.1093,Consumer Defensive,,
COCP,Cocrystal Pharma Inc,NASDAQ,Stock,2011-05-19,,Active,19838910,,-0.9848485,,8001,29930,,Healthcare,,
CODA,Coda Octopus Group Inc,NASDAQ,Stock,2003-10-17,,Active,73404640,31.285717,14.931819,,1144,7360,0.12934,Industrials,,
CODI,Compass Diversified Holdings,NYSE,Stock,2006-05-18,,Active,1680309376,,9.2875,0.044899996,148042,150700,0.06633,Industrials,,
CODX,Co-Diagnostics Inc,NASDAQ,Stock,2017-07-12,,Active,34093456,,-0.94782615,,58382,55390,,Healthcare,,
COEP,Coeptis Therapeutics Holdings Inc,NASDAQ,Stock,2020-12-17,,Active,12995222,,-0.6732693,,34130,81740,,Healthcare,,
COF,Capital One Financial Corp,NYSE,Stock,1994-11-16,,Active,54160355328,11.096244,8.797146,0.016900001,1096830,1688980,0.19305,Financial Services,,
COFS,Choiceone Financial Services Inc,NASDAQ,Stock,2001-12-31,,Active,213429600,10.032029,9.242623,0.0383,6009,8420,0.2641,Financial Services,,
COGT,Cogent Biosciences Inc,NASDAQ,Stock,2018-03-29,,Active,711363712,,-3.2068968,,753801,948990,,Healthcare,,
COHR,Coherent Corp,NYSE,Stock,1990-03-26,,Active,8862557184,,18.996733,,1389637,2531320,-0.062179998,Technology,,
COHU,Cohu Inc,NASDAQ,Stock,1986-11-12,,Active,1391388288,,18.46875,,164600,202380,-0.0038299998,Technology,,
COIN,Coinbase Global Inc - Class A,NASDAQ,Stock,2021-04-14,,Active,50980122624,40.626225,49.311165,,8601173,7757480,0.35735,Financial Services,,
COKE,Coca-Cola Consolidated Inc,NASDAQ,Stock,1990-03-26,,Active,8783148032,19.303667,24.062662,0.0021,68563,69960,0.06832,Consumer Defensive,,
COLB,Columbia Banking System Inc,NASDAQ,Stock,1992-06-16,,Active,4275498752,8.300813,7.7938933,0.0705,1529863,1633010,0.25401,Financial Services,,
COLD,Americold Realty Trust Inc,NYSE,Stock,2018-01-19,,Active,7237241856,,63.475,0.0347,3606032,2853150,-0.121700004,Real Estate,,
COLL,Collegium Pharmaceutical Inc,NASDAQ,Stock,2015-05-07,,Active,1062265856,12.936255,5.522109,,360569,698840,0.16455999,Healthcare,,
COLM,Columbia Sportswear Company,NASDAQ,Stock,1998-03-27,,Active,4943357440,20.593597,19.132723,0.014400001,318928,360900,0.07202,Consumer Cyclical,,
COMM,CommScope Holding Company Inc,NASDAQ,Stock,2013-10-25,,Active,280205632,,3.0697675,,5189221,3473010,-0.34261,Technology,,
COMP,Compass Inc - Class A,NYSE,Stock,2021-04-01,,Active,2126315648,,Infinity,,3578416,5240110,-0.06098,Real Estate,,
CONN,Conns Inc,NASDAQ,Stock,2003-11-25,,Active,91580480,,19.368422,,37429,26570,-0.062129997,Consumer Cyclical,,
COO,Cooper Companies Inc,NASDAQ,Stock,1983-12-30,,Active,19340945408,66.65068,24.635443,0.0002,497000,826310,0.07932,Healthcare,,
COOK,Traeger Inc,NYSE,Stock,2021-07-29,,Active,283514016,,20.0,,165450,161020,-0.13077,Consumer Cyclical,,
COOL,Corner Growth Acquisition Corp - Class A,NASDAQ,Stock,2021-02-19,,Active,115253088,,-6.7168674,0.1459,611,1200,,Financial Services,,
COOP,Mr. Cooper Group Inc,NASDAQ,Stock,2012-03-28,,Active,5459863552,8.870663,7.3102255,,289790,360410,0.31755,Financial Services,,
COOT,Australian Oilseeds Holdings Ltd,NASDAQ,Stock,2024-03-21,,Active,26243232,,,,37104,41240,,,,
COP,Conoco Phillips,NYSE,Stock,1981-12-31,,Active,142343487488,13.79932,12.893009,0.026700001,3496654,5305450,0.18634,Energy,,
COR,Cencora Inc,NYSE,Stock,1995-04-04,,Active,44302278656,24.328587,15.12049,0.0092,1001918,1328380,0.0067000003,Healthcare,,
CORT,Corcept Therapeutics Inc,NASDAQ,Stock,2004-04-14,,Active,2924506112,26.752382,21.775194,,823353,1094970,0.22544001,Healthcare,,
CORZ,Core Scientific Inc - New,NASDAQ,Stock,2024-01-24,,Active,656908224,,3.299107,,2976682,3883660,-0.49062002,Technology,,
COSM,Cosmos Health Inc,NASDAQ,Stock,2012-10-11,,Active,11657501,,-1.4723403,,77571,65240,-0.3148,Healthcare,,
COST,Costco Wholesale Corp,NASDAQ,Stock,1986-07-09,,Active,352944914432,52.081806,45.657486,0.0058,1254429,1644660,0.0273,Consumer Defensive,,
COTY,Coty Inc - Class A,NYSE,Stock,2013-06-13,,Active,9251163136,46.347824,18.701754,,2619709,4463350,0.0359,Consumer Defensive,,
COUR,Coursera Inc,NYSE,Stock,2021-03-31,,Active,1325390848,,31.444443,,2115385,2125670,-0.16045,Consumer Defensive,,
COYA,Coya Therapeutics Inc,NASDAQ,Stock,2022-12-29,,Active,127616880,,-5.705882,,46926,39240,-1.33082,Healthcare,,
CP,Canadian Pacific Kansas City Ltd,NYSE,Stock,1983-12-30,,Active,76537774080,26.642857,21.766577,0.0068,1350768,1945720,0.28257,Industrials,,
CPA,Copa Holdings S.A. - Class A,NYSE,Stock,2005-12-15,,Active,4558890496,7.867626,6.072182,0.0589,295742,321280,0.16325001,Industrials,,
CPAC,Cementos Pacasmayo S.A.A.,NYSE,Stock,2012-02-22,,Active,478856256,10.314815,42.846157,0.0971,3398,5290,0.089820005,Basic Materials,,
CPAY,Fleetcor Technologies Inc,NYSE,Stock,2010-12-15,,Active,19642152960,,12.580109,,400847,692870,0.2629,Technology,,
CPB,Campbell Soup Company,NYSE,Stock,1985-07-01,,Active,13849865216,18.219608,14.383901,0.0319,1276569,1787790,0.08262,Consumer Defensive,,
CPBI,Central Plains Bancshares Inc,NASDAQ,Stock,2023-10-20,,Active,37983156,,,,6361,5060,0.2337,Financial Services,,
CPF,Central Pacific Financial Corp,NYSE,Stock,1990-03-26,,Active,580868608,10.478048,9.140426,0.0484,92274,93680,0.23577,Financial Services,,
CPG,Veren Inc,NYSE,Stock,2006-07-20,,Active,5308336640,23.86111,6.9274197,0.0381,4253381,3416030,-0.016549999,Energy,,
CPHC,Canterbury Park Holding Corp,NASDAQ,Stock,2008-09-08,,Active,117115024,13.279096,,0.0119,1529,720,0.14125,Consumer Cyclical,,
CPIX,Cumberland Pharmaceuticals Inc,NASDAQ,Stock,2009-08-11,,Active,21428712,,10.785714,,4121,10730,-0.15876001,Healthcare,,
CPK,Chesapeake Utilities Corp,NYSE,Stock,1990-03-26,,Active,2525885952,23.82773,18.031796,0.0226,66112,80320,0.13898,Utilities,,
CPLP,Capital Product Partners L P,NASDAQ,Stock,2007-03-30,,Active,892183744,7.140969,9.706587,0.037,30575,21330,0.18318,Industrials,,
CPNG,Coupang Inc - Class A,NYSE,Stock,2021-03-11,,Active,41123770368,32.857143,38.333332,,8119585,13484050,0.04958,Consumer Cyclical,,
CPOP,Pop Culture Group Co Ltd - Class A,NASDAQ,Stock,2021-06-30,,Active,7090272,,,,95519,8000330,-1.31209,Communication Services,,
CPRI,Capri Holdings Ltd,NYSE,Stock,2011-12-15,,Active,4190583808,18.723959,8.321759,,597548,1150940,0.03957,Consumer Cyclical,,
CPRT,Copart Inc,NASDAQ,Stock,1994-03-17,,Active,52399681536,38.11189,33.641975,,6555484,4118000,0.33328,Industrials,,
CPRX,Catalyst Pharmaceuticals Inc,NASDAQ,Stock,2006-11-08,,Active,1947716352,29.446428,11.372414,,1081548,1218560,0.1583,Healthcare,,
CPS,Cooper-Standard Holdings Inc,NYSE,Stock,2010-05-27,,Active,246902624,,-12.417392,,88259,144380,-0.036760002,Consumer Cyclical,,
CPSH,CPS Technologies Corporation,NASDAQ,Stock,1997-05-09,,Active,25408600,35.0,,,17405,13660,0.02913,Technology,,
CPSS,Consumer Portfolio Service Inc,NASDAQ,Stock,1993-02-22,,Active,180784048,5.9310346,10.361446,,10834,30800,0.17908001,Financial Services,,
CPT,Camden Property Trust,NYSE,Stock,1993-07-22,,Active,11345977344,26.102942,62.647057,0.0387,833836,848180,0.28659,Real Estate,,
CPTN,Cepton Inc,NASDAQ,Stock,2022-02-11,,Active,44737728,,-2.0071428,,10125,11790,,Technology,,
CPZ,Calamos Long/Short Equity & Dynamic Income Trust,NASDAQ,Stock,2019-11-26,,Active,305084384,,,0.119799994,40497,56470,,,,
CR,Crane Company,NYSE,Stock,2023-03-29,,Active,8311330304,39.513588,25.07069,0.0056,161901,224940,0.10057,Industrials,,
CRAI,CRA International Inc,NASDAQ,Stock,1998-04-24,,Active,1180077952,27.927986,24.947369,0.0098,39566,35520,0.06728,Industrials,,
CRBG,Corebridge Financial Inc,NYSE,Stock,2022-09-15,,Active,19086145536,8.193717,5.3321977,0.0294,8566238,5989350,0.11817,Financial Services,,
CRBP,Corbus Pharmaceuticals Holdings Inc,NASDAQ,Stock,2014-11-11,,Active,480901504,,-9.036144,,122921,254820,,Healthcare,,
CRBU,Caribou Biosciences Inc,NASDAQ,Stock,2021-07-23,,Active,306177344,,-1.6220096,,2484124,1830880,,Healthcare,,
CRC,California Resources Corporation - New,NYSE,Stock,2020-10-28,,Active,3385416960,13.915494,8.358714,0.0251,761565,867240,0.10929,Energy,,
CRCT,Cricut Inc - Class A,NASDAQ,Stock,2021-03-25,,Active,1506162304,23.965517,23.166666,0.028800001,706794,1705250,0.08543,Technology,,
CRDF,Cardiff Oncology Inc,NASDAQ,Stock,2004-07-27,,Active,162350304,,-3.4245286,,539195,696230,,Healthcare,,
CRDL,Cardiol Therapeutics Inc - Class A,NASDAQ,Stock,2019-01-15,,Active,149726320,,-7.0,,340779,370450,,Healthcare,,
CRDO,Credo Technology Group Holding Ltd,NASDAQ,Stock,2022-01-27,,Active,3084567040,,55.558823,,1204486,1694470,-0.20593001,Technology,,
CREG,Smart Powerr Corp,NASDAQ,Stock,2004-11-24,,Active,8281977,,,,54643,42290,,Utilities,,
CRESY,Cresud,NASDAQ,Stock,1997-03-19,,Active,720322752,10.360825,4.589041,0.0704,107890,211010,0.32292,Industrials,,
CREV,Carbon Revolution Public Ltd Company,NASDAQ,Stock,2023-11-03,,Active,20683234,,-1.4966079,,743,4940,-1.8449,Consumer Cyclical,,
CREX,Creative Realities Inc,NASDAQ,Stock,2013-05-31,,Active,38548324,,9.225,,20309,57420,-0.06503,Technology,,
CRGO,Freightos Ltd,NASDAQ,Stock,2021-11-17,,Active,111805744,,-6.852941,,13471,20410,,Industrials,,
CRGX,CARGO Therapeutics Inc,NASDAQ,Stock,2023-11-10,,Active,804057920,,-4.2365146,,148859,142670,,Healthcare,,
CRGY,Crescent Energy Co. - Class A,NYSE,Stock,2021-12-08,,Active,2133129344,,5.9800997,0.0399,3682081,2718510,-0.00667,Energy,,
CRH,CRH Plc,NYSE,Stock,1993-02-19,,Active,56176717824,18.044052,13.837837,0.0248,4131602,4179350,0.09477,Basic Materials,,
CRI,Carters Inc,NYSE,Stock,2003-10-24,,Active,2505993984,10.846762,10.846762,0.0452,632568,637450,0.08056,Consumer Cyclical,,
CRIS,Curis Inc,NASDAQ,Stock,2000-08-01,,Active,69550144,,-2.4380164,,26990,26590,,Healthcare,,
CRK,Comstock Resources Inc,NYSE,Stock,1990-03-26,,Active,3155781376,49.09091,12.857143,0.068,2370939,2755530,0.043270003,Energy,,
CRKN,Crown ElectroKinetics Corp,NASDAQ,Stock,2020-06-08,,Active,8841042,,0.13790323,,1681516531,418152820,,Basic Materials,,
CRL,Charles River Laboratories International Inc,NYSE,Stock,2000-06-23,,Active,11415507968,26.041128,17.886198,,927644,706660,0.108100004,Healthcare,,
CRM,Salesforce Inc,NYSE,Stock,2004-06-23,,Active,277398978560,68.00238,25.940962,0.0056,3477909,3707780,0.11866,Technology,,
CRMD,CorMedix Inc,NASDAQ,Stock,2010-05-13,,Active,281391616,,-102.399994,,475456,628890,,Healthcare,,
CRML,Critical Metals Corp,NASDAQ,Stock,2024-02-27,,Active,903755840,,,,26957,16250,,Basic Materials,,
CRMT,Americas Car Mart Inc,NASDAQ,Stock,1993-11-09,,Active,412290464,,16.796875,,44356,54920,-0.02099,Consumer Cyclical,,
CRNC,Cerence Inc,NASDAQ,Stock,2019-09-16,,Active,166691024,,6.6499996,,5609841,2903000,-0.80934995,Technology,,
CRNT,Ceragon Networks Ltd,NASDAQ,Stock,2000-08-04,,Active,233798832,54.6,6.658537,,349695,631110,0.01321,Technology,,
CRNX,Crinetics Pharmaceuticals Inc,NASDAQ,Stock,2018-07-18,,Active,4053378560,,-13.281654,,618887,939570,,Healthcare,,
CRON,Cronos Group Inc,NASDAQ,Stock,2016-07-12,,Active,1119452160,,-145.00002,,5868955,3694120,-0.61306,Healthcare,,
CROX,Crocs Inc,NASDAQ,Stock,2006-02-08,,Active,8556017152,10.926356,10.23602,,713819,1664690,0.19804001,Consumer Cyclical,,
CRS,Carpenter Technology Corp,NYSE,Stock,1987-11-05,,Active,5448479744,41.91985,19.932848,0.0073,501542,616950,0.04828,Industrials,,
CRSP,CRISPR Therapeutics AG,NASDAQ,Stock,2016-10-19,,Active,4774095360,,-11.911017,,1071380,1559390,-0.79915,Healthcare,,
CRSR,Corsair Gaming Inc,NASDAQ,Stock,2020-09-23,,Active,1169981568,,12.511111,,258528,433800,-0.00841,Technology,,
CRT,Cross Timbers Royalty Trust,NYSE,Stock,1992-02-28,,Active,84240000,7.2746115,,0.104499996,18688,32050,0.93399,Energy,,
CRTO,Criteo S.A,NASDAQ,Stock,2013-10-30,,Active,2069093760,30.165289,10.549133,,547000,318470,0.037,Communication Services,,
CRUS,Cirrus Logic Inc,NASDAQ,Stock,1990-03-26,,Active,5933928448,22.45306,15.561526,,467864,713770,0.15349,Technology,,
CRVL,Corvel Corp,NASDAQ,Stock,1991-06-28,,Active,4643495936,62.87963,,,25580,41210,0.096920006,Financial Services,,
CRVO,CervoMed Inc,NASDAQ,Stock,2016-01-04,,Active,198832592,,-10.121848,,20928,25560,-0.51358,Healthcare,,
CRVS,Corvus Pharmaceuticals Inc,NASDAQ,Stock,2016-03-23,,Active,143242480,,-4.320755,,245667,522850,,Healthcare,,
CRWD,Crowdstrike Holdings Inc - Class A,NASDAQ,Stock,2019-06-12,,Active,84122566656,910.3421,70.59795,,2005805,2505840,0.02923,Technology,,
CRWS,Crown Crafts Inc,NASDAQ,Stock,2003-10-07,,Active,53098028,11.271739,6.8223686,0.0617,10395,10110,0.05444,Consumer Cyclical,,
CSAN,Cosan S.A,NYSE,Stock,2021-03-08,,Active,5265287680,24.755556,41.25926,0.0301,311040,340200,0.02773,Energy,,
